AllocCPUS%|%AllocNodes%|%CPUTimeRAW%|%End%|%ExitCode%|%Flags%|%Group%|%JobID%|%JobName%|%NCPUS%|%NNodes%|%NodeList%|%NTasks%|%Partition%|%ReqCPUS%|%ReqMem%|%ReqNodes%|%Start%|%State%|%Submit%|%SystemCPU%|%TimelimitRaw%|%TotalCPU%|%UserCPU%|%
4%|%1%|%856%|%2024-08-24T16:37:06%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100306%|%i2-1-7-H6H7-loss%|%4%|%1%|%icpnp310%|%%|%development%|%4%|%17232M%|%0.00M%|%2024-08-24T16:33:32%|%COMPLETED%|%2024-08-24T16:33:28%|%00:14.112%|%120%|%12:22.480%|%12:08.368%|%
4%|%1%|%856%|%2024-08-24T16:37:06%|%0:0%|%%|%%|%100306.batch%|%batch%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:33:32%|%COMPLETED%|%2024-08-24T16:33:32%|%00:14.110%|%%|%12:22.478%|%12:08.367%|%
4%|%1%|%856%|%2024-08-24T16:37:06%|%0:0%|%%|%%|%100306.extern%|%extern%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:33:32%|%COMPLETED%|%2024-08-24T16:33:32%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T16:33:32%|%0:0%|%%|%%|%100306.0%|%mkdir%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:33:32%|%COMPLETED%|%2024-08-24T16:33:32%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
144%|%1%|%85824%|%2024-08-24T16:47:29%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100307%|%VASP-job%|%144%|%1%|%ncpn26%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:37:33%|%COMPLETED%|%2024-08-24T16:37:12%|%07:42.096%|%2880%|%23:20:02%|%23:12:20%|%
144%|%1%|%85824%|%2024-08-24T16:47:29%|%0:0%|%%|%%|%100307.batch%|%batch%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:37:33%|%COMPLETED%|%2024-08-24T16:37:33%|%07:42.096%|%%|%23:20:02%|%23:12:20%|%
144%|%1%|%85824%|%2024-08-24T16:47:29%|%0:0%|%%|%%|%100307.extern%|%extern%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:37:33%|%COMPLETED%|%2024-08-24T16:37:33%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%113040%|%2024-08-24T16:51:08%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100308%|%VASP-job%|%144%|%1%|%ncpn32%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:38:03%|%COMPLETED%|%2024-08-24T16:38:01%|%08:00.114%|%2880%|%1-06:58:58%|%1-06:50:57%|%
144%|%1%|%113040%|%2024-08-24T16:51:08%|%0:0%|%%|%%|%100308.batch%|%batch%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:38:03%|%COMPLETED%|%2024-08-24T16:38:03%|%08:00.114%|%%|%1-06:58:58%|%1-06:50:57%|%
144%|%1%|%113040%|%2024-08-24T16:51:08%|%0:0%|%%|%%|%100308.extern%|%extern%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:38:03%|%COMPLETED%|%2024-08-24T16:38:03%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%10512%|%2024-08-24T16:40:16%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100309%|%VASP-job%|%144%|%1%|%ncpn33%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:39:03%|%CANCELLED by 21593%|%2024-08-24T16:38:46%|%03:30.020%|%2880%|%02:34:14%|%02:30:44%|%
144%|%1%|%10944%|%2024-08-24T16:40:19%|%0:15%|%%|%%|%100309.batch%|%batch%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:39:03%|%CANCELLED%|%2024-08-24T16:39:03%|%03:30.020%|%%|%02:34:14%|%02:30:44%|%
144%|%1%|%10512%|%2024-08-24T16:40:16%|%0:0%|%%|%%|%100309.extern%|%extern%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:39:03%|%COMPLETED%|%2024-08-24T16:39:03%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%437184%|%2024-08-24T17:31:09%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100310%|%VASP-job%|%144%|%1%|%ncpn33%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:40:33%|%COMPLETED%|%2024-08-24T16:39:59%|%17:38.515%|%2880%|%5-00:59:39%|%5-00:42:01%|%
144%|%1%|%437184%|%2024-08-24T17:31:09%|%0:0%|%%|%%|%100310.batch%|%batch%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:40:33%|%COMPLETED%|%2024-08-24T16:40:33%|%17:38.515%|%%|%5-00:59:39%|%5-00:42:01%|%
144%|%1%|%453312%|%2024-08-24T17:33:01%|%0:0%|%%|%%|%100310.extern%|%extern%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:40:33%|%COMPLETED%|%2024-08-24T16:40:33%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%1016784%|%2024-08-24T18:45:17%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100311%|%VASP-job%|%144%|%1%|%ncpn26%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:47:36%|%COMPLETED%|%2024-08-24T16:40:29%|%01:02:56%|%2880%|%11-17:52:09%|%11-16:49:13%|%
144%|%1%|%1016784%|%2024-08-24T18:45:17%|%0:0%|%%|%%|%100311.batch%|%batch%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:47:36%|%COMPLETED%|%2024-08-24T16:47:36%|%01:02:56%|%%|%11-17:52:09%|%11-16:49:13%|%
144%|%1%|%1016784%|%2024-08-24T18:45:17%|%0:0%|%%|%%|%100311.extern%|%extern%|%144%|%1%|%ncpn26%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:47:36%|%COMPLETED%|%2024-08-24T16:47:36%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%208944%|%2024-08-24T17:15:48%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100312%|%VASP-job%|%144%|%1%|%ncpn32%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T16:51:37%|%COMPLETED%|%2024-08-24T16:40:48%|%11:52.266%|%2880%|%2-09:36:32%|%2-09:24:40%|%
144%|%1%|%208944%|%2024-08-24T17:15:48%|%0:0%|%%|%%|%100312.batch%|%batch%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:51:37%|%COMPLETED%|%2024-08-24T16:51:37%|%11:52.266%|%%|%2-09:36:32%|%2-09:24:40%|%
144%|%1%|%208944%|%2024-08-24T17:15:48%|%0:0%|%%|%%|%100312.extern%|%extern%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T16:51:37%|%COMPLETED%|%2024-08-24T16:51:37%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%366048%|%2024-08-24T17:47:30%|%0:0%|%SchedMain,StartRecieved%|%example%|%100313%|%VASP-job%|%144%|%1%|%ncpn30%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T17:05:08%|%COMPLETED%|%2024-08-24T16:43:05%|%04:03:43%|%2880%|%4-05:13:08%|%4-01:09:25%|%
144%|%1%|%366048%|%2024-08-24T17:47:30%|%0:0%|%%|%%|%100313.batch%|%batch%|%144%|%1%|%ncpn30%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:05:08%|%COMPLETED%|%2024-08-24T17:05:08%|%04:03:43%|%%|%4-05:13:08%|%4-01:09:25%|%
144%|%1%|%366048%|%2024-08-24T17:47:30%|%0:0%|%%|%%|%100313.extern%|%extern%|%144%|%1%|%ncpn30%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:05:08%|%COMPLETED%|%2024-08-24T17:05:08%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%380016%|%2024-08-24T17:49:07%|%0:0%|%SchedMain,StartRecieved%|%example%|%100314%|%VASP-job%|%144%|%1%|%ncpn31%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T17:05:08%|%COMPLETED%|%2024-08-24T16:43:44%|%04:35:50%|%2880%|%4-09:04:02%|%4-04:28:12%|%
144%|%1%|%380016%|%2024-08-24T17:49:07%|%0:0%|%%|%%|%100314.batch%|%batch%|%144%|%1%|%ncpn31%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:05:08%|%COMPLETED%|%2024-08-24T17:05:08%|%04:35:50%|%%|%4-09:04:02%|%4-04:28:12%|%
144%|%1%|%380016%|%2024-08-24T17:49:07%|%0:0%|%%|%%|%100314.extern%|%extern%|%144%|%1%|%ncpn31%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:05:08%|%COMPLETED%|%2024-08-24T17:05:08%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%528912%|%2024-08-24T18:11:56%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100315%|%VASP-job%|%144%|%1%|%ncpn27%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T17:10:43%|%COMPLETED%|%2024-08-24T16:44:39%|%04:17:34%|%2880%|%6-02:22:14%|%5-22:04:39%|%
144%|%1%|%528912%|%2024-08-24T18:11:56%|%0:0%|%%|%%|%100315.batch%|%batch%|%144%|%1%|%ncpn27%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:10:43%|%COMPLETED%|%2024-08-24T17:10:43%|%04:17:34%|%%|%6-02:22:14%|%5-22:04:39%|%
144%|%1%|%528912%|%2024-08-24T18:11:56%|%0:0%|%%|%%|%100315.extern%|%extern%|%144%|%1%|%ncpn27%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:10:43%|%COMPLETED%|%2024-08-24T17:10:43%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%21760560%|%Unknown%|%0:0%|%SchedMain,StartRecieved%|%example%|%100316%|%VASP-job%|%144%|%1%|%ncpn32%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T17:16:08%|%RUNNING%|%2024-08-24T16:45:36%|%00:00:00%|%2880%|%00:00:00%|%00:00:00%|%
144%|%1%|%21760560%|%Unknown%|%0:0%|%%|%%|%100316.batch%|%batch%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:16:08%|%RUNNING%|%2024-08-24T17:16:08%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%21760560%|%Unknown%|%0:0%|%%|%%|%100316.extern%|%extern%|%144%|%1%|%ncpn32%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:16:08%|%RUNNING%|%2024-08-24T17:16:08%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
144%|%1%|%1355760%|%2024-08-24T20:09:57%|%0:0%|%SchedMain,StartRecieved%|%example%|%100317%|%VASP-job%|%144%|%1%|%ncpn33%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T17:33:02%|%COMPLETED%|%2024-08-24T16:46:25%|%01:04:13%|%2880%|%15-15:59:44%|%15-14:55:30%|%
144%|%1%|%1355760%|%2024-08-24T20:09:57%|%0:0%|%%|%%|%100317.batch%|%batch%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:33:02%|%COMPLETED%|%2024-08-24T17:33:02%|%01:04:13%|%%|%15-15:59:44%|%15-14:55:30%|%
144%|%1%|%1355760%|%2024-08-24T20:09:57%|%0:0%|%%|%%|%100317.extern%|%extern%|%144%|%1%|%ncpn33%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:33:02%|%COMPLETED%|%2024-08-24T17:33:02%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
4%|%1%|%888%|%2024-08-24T16:50:48%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100318%|%i2-1-8-H6H7-loss%|%4%|%1%|%icpnp310%|%%|%development%|%4%|%17232M%|%0.00M%|%2024-08-24T16:47:06%|%COMPLETED%|%2024-08-24T16:46:52%|%00:13.489%|%120%|%12:58.833%|%12:45.343%|%
4%|%1%|%888%|%2024-08-24T16:50:48%|%0:0%|%%|%%|%100318.batch%|%batch%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:47:06%|%COMPLETED%|%2024-08-24T16:47:06%|%00:13.487%|%%|%12:58.830%|%12:45.343%|%
4%|%1%|%888%|%2024-08-24T16:50:48%|%0:0%|%%|%%|%100318.extern%|%extern%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:47:06%|%COMPLETED%|%2024-08-24T16:47:06%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T16:47:07%|%0:0%|%%|%%|%100318.0%|%mkdir%|%4%|%1%|%icpnp310%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:47:07%|%COMPLETED%|%2024-08-24T16:47:07%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
144%|%1%|%945216%|%2024-08-24T19:36:58%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100319%|%VASP-job%|%144%|%1%|%ncpn30%|%%|%arm144%|%144%|%223776M%|%0.00M%|%2024-08-24T17:47:34%|%COMPLETED%|%2024-08-24T16:50:26%|%55:23.588%|%2880%|%10-22:01:06%|%10-21:05:42%|%
144%|%1%|%945216%|%2024-08-24T19:36:58%|%0:0%|%%|%%|%100319.batch%|%batch%|%144%|%1%|%ncpn30%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:47:34%|%COMPLETED%|%2024-08-24T17:47:34%|%55:23.588%|%%|%10-22:01:06%|%10-21:05:42%|%
144%|%1%|%945216%|%2024-08-24T19:36:58%|%0:0%|%%|%%|%100319.extern%|%extern%|%144%|%1%|%ncpn30%|%1%|%%|%144%|%%|%0.00M%|%2024-08-24T17:47:34%|%COMPLETED%|%2024-08-24T17:47:34%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
4%|%1%|%144%|%2024-08-24T16:51:43%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100320%|%tsi1i6-irc%|%4%|%1%|%icpnp117%|%%|%ct112%|%4%|%17232M%|%0.00M%|%2024-08-24T16:51:07%|%COMPLETED%|%2024-08-24T16:50:56%|%00:01.955%|%5760%|%02:10.299%|%02:08.344%|%
4%|%1%|%144%|%2024-08-24T16:51:43%|%0:0%|%%|%%|%100320.batch%|%batch%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:51:07%|%COMPLETED%|%2024-08-24T16:51:07%|%00:01.953%|%%|%02:10.295%|%02:08.342%|%
4%|%1%|%144%|%2024-08-24T16:51:43%|%0:0%|%%|%%|%100320.extern%|%extern%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:51:07%|%COMPLETED%|%2024-08-24T16:51:07%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T16:51:08%|%0:0%|%%|%%|%100320.0%|%mkdir%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:51:08%|%COMPLETED%|%2024-08-24T16:51:08%|%00:00:00%|%%|%00:00.002%|%00:00.001%|%
40%|%2%|%40%|%2024-08-24T16:52:39%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100321%|%tts22_v2_mod%|%40%|%2%|%icpnp[109-110]%|%%|%ct112%|%40%|%172320M%|%0.00M%|%2024-08-24T16:52:38%|%COMPLETED%|%2024-08-24T16:52:37%|%00:00.634%|%5760%|%00:02.076%|%00:01.442%|%
8%|%1%|%8%|%2024-08-24T16:52:39%|%0:0%|%%|%%|%100321.batch%|%batch%|%8%|%1%|%icpnp109%|%1%|%%|%8%|%%|%0.00M%|%2024-08-24T16:52:38%|%COMPLETED%|%2024-08-24T16:52:38%|%00:00.633%|%%|%00:02.074%|%00:01.440%|%
40%|%2%|%40%|%2024-08-24T16:52:39%|%0:0%|%%|%%|%100321.extern%|%extern%|%40%|%2%|%icpnp[109-110]%|%2%|%%|%40%|%%|%0.00M%|%2024-08-24T16:52:38%|%COMPLETED%|%2024-08-24T16:52:38%|%00:00:00%|%%|%00:00.002%|%00:00.001%|%
4%|%1%|%740%|%2024-08-24T16:56:13%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100322%|%tsi1p8-irc%|%4%|%1%|%icpnp117%|%%|%ct112%|%4%|%17232M%|%0.00M%|%2024-08-24T16:53:08%|%COMPLETED%|%2024-08-24T16:53:08%|%00:09.287%|%5760%|%11:32.316%|%11:23.029%|%
4%|%1%|%740%|%2024-08-24T16:56:13%|%0:0%|%%|%%|%100322.batch%|%batch%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:53:08%|%COMPLETED%|%2024-08-24T16:53:08%|%00:09.283%|%%|%11:32.312%|%11:23.029%|%
4%|%1%|%740%|%2024-08-24T16:56:13%|%0:0%|%%|%%|%100322.extern%|%extern%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:53:08%|%COMPLETED%|%2024-08-24T16:53:08%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
4%|%1%|%0%|%2024-08-24T16:53:08%|%0:0%|%%|%%|%100322.0%|%mkdir%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:53:08%|%COMPLETED%|%2024-08-24T16:53:08%|%00:00.002%|%%|%00:00.002%|%00:00:00%|%
40%|%2%|%1565360%|%2024-08-25T03:47:22%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100323%|%tts22_v2_mod%|%40%|%2%|%icpnp[102-103]%|%%|%ct112%|%40%|%172320M%|%0.00M%|%2024-08-24T16:55:08%|%COMPLETED%|%2024-08-24T16:54:44%|%03:18:48%|%5760%|%9-02:57:08%|%8-23:38:20%|%
21%|%1%|%821814%|%2024-08-25T03:47:22%|%0:0%|%%|%%|%100323.batch%|%batch%|%21%|%1%|%icpnp102%|%1%|%%|%21%|%%|%0.00M%|%2024-08-24T16:55:08%|%COMPLETED%|%2024-08-24T16:55:08%|%03:18:48%|%%|%9-02:57:08%|%8-23:38:20%|%
40%|%2%|%1565360%|%2024-08-25T03:47:22%|%0:0%|%%|%%|%100323.extern%|%extern%|%40%|%2%|%icpnp[102-103]%|%2%|%%|%40%|%%|%0.00M%|%2024-08-24T16:55:08%|%COMPLETED%|%2024-08-24T16:55:08%|%00:00.001%|%%|%00:00.002%|%00:00.001%|%
4%|%1%|%14296%|%2024-08-24T17:55:42%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100324%|%tsi1p10-irc%|%4%|%1%|%icpnp105%|%%|%ct112%|%4%|%17232M%|%0.00M%|%2024-08-24T16:56:08%|%COMPLETED%|%2024-08-24T16:55:44%|%02:20.328%|%5760%|%03:44:42%|%03:42:22%|%
4%|%1%|%14296%|%2024-08-24T17:55:42%|%0:0%|%%|%%|%100324.batch%|%batch%|%4%|%1%|%icpnp105%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:56:08%|%COMPLETED%|%2024-08-24T16:56:08%|%02:20.326%|%%|%03:44:42%|%03:42:22%|%
4%|%1%|%14296%|%2024-08-24T17:55:42%|%0:0%|%%|%%|%100324.extern%|%extern%|%4%|%1%|%icpnp105%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:56:08%|%COMPLETED%|%2024-08-24T16:56:08%|%00:00:00%|%%|%00:00.001%|%00:00.001%|%
4%|%1%|%0%|%2024-08-24T16:56:09%|%0:0%|%%|%%|%100324.0%|%mkdir%|%4%|%1%|%icpnp105%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:56:09%|%COMPLETED%|%2024-08-24T16:56:09%|%00:00.002%|%%|%00:00.003%|%00:00:00%|%
504%|%9%|%1008%|%2024-08-24T18:01:39%|%1:0%|%SchedBackfill,StartRecieved%|%example%|%100325%|%3nm_device%|%504%|%9%|%icpnp[335-343]%|%%|%development%|%504%|%2064384M%|%0.00M%|%2024-08-24T18:01:37%|%FAILED%|%2024-08-24T16:57:35%|%00:00.484%|%480%|%00:00.628%|%00:00.144%|%
56%|%1%|%112%|%2024-08-24T18:01:39%|%1:0%|%%|%%|%100325.batch%|%batch%|%56%|%1%|%icpnp335%|%1%|%%|%56%|%%|%0.00M%|%2024-08-24T18:01:37%|%FAILED%|%2024-08-24T18:01:37%|%00:00.062%|%%|%00:00.079%|%00:00.016%|%
504%|%9%|%1008%|%2024-08-24T18:01:39%|%0:0%|%%|%%|%100325.extern%|%extern%|%504%|%9%|%icpnp[335-343]%|%9%|%%|%504%|%%|%0.00M%|%2024-08-24T18:01:37%|%COMPLETED%|%2024-08-24T18:01:37%|%00:00.009%|%%|%00:00.012%|%00:00.002%|%
448%|%8%|%896%|%2024-08-24T18:01:40%|%0:0%|%%|%%|%100325.0%|%orted%|%448%|%8%|%icpnp[336-343]%|%8%|%%|%448%|%%|%0.00M%|%2024-08-24T18:01:38%|%COMPLETED%|%2024-08-24T18:01:38%|%00:00.412%|%%|%00:00.536%|%00:00.124%|%
4%|%1%|%16048%|%2024-08-24T18:05:31%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100326%|%tsi1p29-irc%|%4%|%1%|%icpnp117%|%%|%ct112%|%4%|%17232M%|%0.00M%|%2024-08-24T16:58:39%|%COMPLETED%|%2024-08-24T16:58:13%|%02:40.931%|%5760%|%04:12:54%|%04:10:13%|%
4%|%1%|%16048%|%2024-08-24T18:05:31%|%0:0%|%%|%%|%100326.batch%|%batch%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:58:39%|%COMPLETED%|%2024-08-24T16:58:39%|%02:40.928%|%%|%04:12:54%|%04:10:13%|%
4%|%1%|%16048%|%2024-08-24T18:05:31%|%0:0%|%%|%%|%100326.extern%|%extern%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:58:39%|%COMPLETED%|%2024-08-24T16:58:39%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
4%|%1%|%4%|%2024-08-24T16:58:40%|%0:0%|%%|%%|%100326.0%|%mkdir%|%4%|%1%|%icpnp117%|%1%|%%|%4%|%%|%0.00M%|%2024-08-24T16:58:39%|%COMPLETED%|%2024-08-24T16:58:39%|%00:00.001%|%%|%00:00.002%|%00:00:00%|%
2296%|%41%|%9184%|%2024-08-25T17:34:09%|%13:0%|%SchedBackfill,StartRecieved%|%example%|%100327%|%n_Bi_device%|%2296%|%41%|%icpnq[605-645]%|%%|%ct4k%|%2296%|%9404416M%|%0.00M%|%2024-08-25T17:34:05%|%FAILED%|%2024-08-24T17:03:32%|%02:02.917%|%2880%|%02:06.790%|%00:03.873%|%
112%|%1%|%448%|%2024-08-25T17:34:09%|%13:0%|%%|%%|%100327.batch%|%batch%|%112%|%1%|%icpnq605%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T17:34:05%|%FAILED%|%2024-08-25T17:34:05%|%00:00.038%|%%|%00:00.107%|%00:00.068%|%
2296%|%41%|%9184%|%2024-08-25T17:34:09%|%0:0%|%%|%%|%100327.extern%|%extern%|%2296%|%41%|%icpnq[605-645]%|%41%|%%|%2296%|%%|%0.00M%|%2024-08-25T17:34:05%|%COMPLETED%|%2024-08-25T17:34:05%|%00:00.009%|%%|%00:00.028%|%00:00.019%|%
793%|%16%|%3965%|%2024-08-25T17:34:11%|%5:0%|%%|%%|%100327.0%|%hydra_bstrap_proxy%|%793%|%16%|%icpnq[605,608,611,614,617,620,623,626,629,632,634,636,638,640,642,644]%|%16%|%%|%793%|%%|%0.00M%|%2024-08-25T17:34:06%|%FAILED%|%2024-08-25T17:34:06%|%00:37.776%|%%|%00:37.949%|%00:00.173%|%
1%|%1%|%4%|%2024-08-25T17:34:10%|%0:0%|%%|%%|%100327.1%|%hydra_bstrap_proxy%|%1%|%1%|%icpnq635%|%1%|%%|%1%|%%|%0.00M%|%2024-08-25T17:34:06%|%COMPLETED%|%2024-08-25T17:34:06%|%00:00.105%|%%|%00:00.118%|%00:00.012%|%
224%|%2%|%1120%|%2024-08-25T17:34:11%|%5:0%|%%|%%|%100327.2%|%hydra_bstrap_proxy%|%224%|%2%|%icpnq[609-610]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-25T17:34:06%|%FAILED%|%2024-08-25T17:34:06%|%00:14.032%|%%|%00:14.444%|%00:00.411%|%
1%|%1%|%4%|%2024-08-25T17:34:10%|%0:0%|%%|%%|%100327.3%|%hydra_bstrap_proxy%|%1%|%1%|%icpnq639%|%1%|%%|%1%|%%|%0.00M%|%2024-08-25T17:34:06%|%COMPLETED%|%2024-08-25T17:34:06%|%00:00.105%|%%|%00:00.115%|%00:00.010%|%
224%|%2%|%896%|%2024-08-25T17:34:10%|%0:0%|%%|%%|%100327.4%|%hydra_bstrap_proxy%|%224%|%2%|%icpnq[606-607]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-25T17:34:06%|%COMPLETED%|%2024-08-25T17:34:06%|%00:12.277%|%%|%00:13.131%|%00:00.853%|%
224%|%2%|%896%|%2024-08-25T17:34:10%|%0:0%|%%|%%|%100327.5%|%hydra_bstrap_proxy%|%224%|%2%|%icpnq[621-622]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-25T17:34:06%|%COMPLETED%|%2024-08-25T17:34:06%|%00:14.562%|%%|%00:15.443%|%00:00.880%|%
2%|%2%|%8%|%2024-08-25T17:34:10%|%5:0%|%%|%%|%100327.6%|%hydra_bstrap_proxy%|%2%|%2%|%icpnq[630-631]%|%2%|%%|%2%|%%|%0.00M%|%2024-08-25T17:34:06%|%FAILED%|%2024-08-25T17:34:06%|%00:00.120%|%%|%00:00.138%|%00:00.018%|%
224%|%2%|%1120%|%2024-08-25T17:34:11%|%5:0%|%%|%%|%100327.7%|%hydra_bstrap_proxy%|%224%|%2%|%icpnq[612-613]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-25T17:34:06%|%FAILED%|%2024-08-25T17:34:06%|%00:12.388%|%%|%00:12.851%|%00:00.462%|%
224%|%2%|%896%|%2024-08-25T17:34:10%|%0:0%|%%|%%|%100327.8%|%hydra_bstrap_proxy%|%224%|%2%|%icpnq[615-616]%|%2%|%%|%224%|%%|%0.00M%|%2024-08-25T17:34:06%|%COMPLETED%|%2024-08-25T17:34:06%|%00:14.896%|%%|%00:15.794%|%00:00.897%|%
148%|%2%|%0%|%2024-08-25T17:34:06%|%0:64%|%%|%%|%100327.9%|%hydra_bstrap_proxy%|%148%|%2%|%icpnq[624-625]%|%2%|%%|%148%|%%|%0.00M%|%2024-08-25T17:34:06%|%CANCELLED by 31562%|%2024-08-25T17:34:06%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
